                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.4175,                 0.8094,                 1.2013,                0.58425,                0.56557,                0.61376,                0.26576,                 2.1014,                 1.7433,                 1.5386,               0.039545,               0.039545,               0.039545
                    155,                 1.3936,                0.80088,                 1.1801,                0.73871,                0.68293,                0.73171,                0.37846,                 1.8279,                 1.4707,                 1.4301,               0.039418,               0.039418,               0.039418
                    156,                 1.3632,                0.79074,                 1.1738,                0.85045,                0.76289,                 0.8453,                0.43332,                  1.865,                 1.1127,                 1.3909,                0.03929,                0.03929,                0.03929
                    157,                 1.4047,                0.79034,                  1.197,                0.79997,                0.76829,                0.83518,                0.44282,                  1.773,                 1.0873,                  1.377,               0.039162,               0.039162,               0.039162
                    158,                 1.3979,                0.81102,                 1.1956,                0.78788,                0.77004,                0.84719,                 0.4623,                 1.7752,                  1.235,                 1.4249,               0.039033,               0.039033,               0.039033
                    159,                 1.3947,                0.79854,                 1.1798,                0.80207,                0.70732,                0.81176,                 0.3991,                 1.9056,                 1.4293,                 1.4725,               0.038903,               0.038903,               0.038903
                    160,                 1.3788,                0.79681,                 1.1593,                0.73934,                0.78049,                0.77066,                0.43852,                 1.7029,                 1.2926,                 1.4601,               0.038773,               0.038773,               0.038773
                    161,                 1.3579,                0.79577,                  1.181,                0.76513,                0.80488,                0.81171,                0.47062,                 1.6425,                 1.2763,                 1.4155,               0.038643,               0.038643,               0.038643
                    162,                 1.4088,                 0.8016,                 1.1885,                0.77952,                0.69512,                0.78193,                0.41384,                 1.7497,                 1.2953,                 1.4445,               0.038512,               0.038512,               0.038512
                    163,                 1.3656,                0.82603,                 1.1783,                0.66148,                 0.5122,                0.59968,                0.30378,                 1.7838,                  1.504,                 1.5431,                0.03838,                0.03838,                0.03838
                    164,                 1.3825,                0.80178,                 1.1516,                0.75117,                0.65854,                0.77644,                0.35808,                  1.897,                 1.5022,                 1.4792,               0.038248,               0.038248,               0.038248
                    165,                  1.383,                0.77807,                 1.1778,                0.83635,                0.67073,                0.79636,                0.35519,                 1.9518,                 1.4471,                 1.4901,               0.038115,               0.038115,               0.038115
                    166,                 1.4015,                0.79848,                 1.1938,                0.82887,                0.78049,                0.86126,                0.49683,                   1.52,                 1.0381,                 1.3145,               0.037982,               0.037982,               0.037982
                    167,                 1.3531,                0.80157,                 1.1613,                0.87025,                0.73617,                0.86169,                 0.4833,                  1.584,                0.99404,                  1.362,               0.037849,               0.037849,               0.037849
                    168,                 1.3422,                0.78712,                 1.1666,                0.91666,                0.80481,                0.89866,                0.50529,                  1.551,                0.92258,                 1.3029,               0.037715,               0.037715,               0.037715
                    169,                 1.3764,                0.76954,                 1.1612,                0.87663,                0.77991,                0.86328,                0.46716,                 1.7157,                 1.0166,                 1.3591,                0.03758,                0.03758,                0.03758
                    170,                  1.394,                0.78476,                 1.1519,                0.92791,                 0.7561,                0.87689,                0.51596,                 1.5345,                0.97811,                 1.3254,               0.037445,               0.037445,               0.037445
                    171,                 1.3234,                0.79342,                 1.1674,                0.92041,                0.78049,                0.87456,                0.49783,                 1.5357,                0.96696,                 1.3384,               0.037309,               0.037309,               0.037309
                    172,                 1.3057,                0.76397,                 1.1403,                0.93774,                 0.7561,                0.87916,                0.49917,                 1.5355,                 1.0023,                 1.3441,               0.037173,               0.037173,               0.037173
                    173,                  1.329,                0.78232,                  1.161,                 0.9088,                 0.7561,                0.87866,                0.53175,                 1.4115,                0.89811,                 1.2908,               0.037037,               0.037037,               0.037037
                    174,                 1.3383,                0.76587,                 1.1607,                0.87697,                0.76829,                0.86214,                0.43429,                 1.7694,                 1.0431,                 1.3754,                 0.0369,                 0.0369,                 0.0369
                    175,                 1.2867,                 0.7404,                 1.1259,                0.88147,                 0.7561,                0.85924,                0.39287,                 1.7804,                  1.065,                 1.3708,               0.036762,               0.036762,               0.036762
                    176,                 1.3132,                0.74049,                 1.1338,                0.82008,                0.77824,                0.84841,                 0.4196,                 1.8077,                 1.0944,                 1.4101,               0.036625,               0.036625,               0.036625
                    177,                 1.3279,                0.78263,                   1.18,                0.81897,                0.76829,                0.84781,                 0.4455,                 1.7223,                 1.0417,                 1.3657,               0.036486,               0.036486,               0.036486
                    178,                 1.3802,                  0.796,                 1.1876,                 0.7964,                 0.7439,                0.79914,                0.37035,                 1.7457,                 1.0835,                 1.4351,               0.036347,               0.036347,               0.036347
                    179,                 1.3561,                0.77164,                 1.1614,                0.83919,                0.82732,                 0.8833,                0.52067,                 1.4391,                0.92181,                  1.276,               0.036208,               0.036208,               0.036208
                    180,                 1.3045,                0.76899,                   1.15,                0.95515,                0.77918,                0.88202,                0.51792,                 1.4718,                0.93222,                 1.2796,               0.036069,               0.036069,               0.036069
                    181,                 1.3081,                0.74793,                 1.1704,                0.95141,                0.78049,                0.88169,                0.51933,                 1.4239,                0.94309,                 1.2576,               0.035929,               0.035929,               0.035929
                    182,                 1.2719,                0.74991,                 1.1404,                0.87538,                0.78049,                0.88769,                0.51855,                 1.4889,                 1.1435,                 1.3106,               0.035788,               0.035788,               0.035788
                    183,                 1.2572,                0.72412,                 1.1254,                0.91026,                 0.7561,                0.87035,                0.56229,                 1.4087,                 1.1495,                 1.2806,               0.035647,               0.035647,               0.035647
                    184,                 1.2293,                0.71943,                 1.1273,                0.89884,                0.75855,                0.86964,                0.52289,                 1.5582,                 1.3486,                 1.3509,               0.035506,               0.035506,               0.035506
                    185,                 1.3581,                 0.7615,                 1.1595,                0.85208,                0.71951,                0.86448,                0.51789,                  1.541,                  1.409,                 1.3302,               0.035364,               0.035364,               0.035364
                    186,                 1.3285,                0.75121,                 1.1192,                0.80162,                0.79268,                0.86188,                0.48602,                 1.5667,                 1.1015,                 1.2807,               0.035222,               0.035222,               0.035222
                    187,                 1.2789,                0.70315,                   1.09,                0.83422,                0.79779,                0.86543,                0.51552,                 1.4799,                 0.8837,                 1.2504,               0.035079,               0.035079,               0.035079
                    188,                 1.3039,                0.78705,                 1.1569,                0.67923,                0.61978,                0.66102,                0.36584,                 1.6217,                 1.0928,                 1.4636,               0.034936,               0.034936,               0.034936
                    189,                 1.3803,                0.78665,                 1.2038,                0.72795,                0.73171,                 0.7752,                0.40637,                 1.6387,                 1.0228,                 1.4541,               0.034793,               0.034793,               0.034793
                    190,                 1.3079,                 0.7537,                 1.1532,                0.87756,                0.78667,                0.90087,                0.52463,                 1.4589,                0.79103,                 1.2824,                0.03465,                0.03465,                0.03465
                    191,                  1.315,                0.74278,                 1.1472,                0.84863,                 0.8205,                0.90396,                0.55937,                 1.3988,                0.77929,                 1.2452,               0.034505,               0.034505,               0.034505
                    192,                 1.2805,                0.72318,                 1.1258,                0.88335,                 0.8312,                0.91481,                0.55412,                  1.472,                0.79629,                 1.2628,               0.034361,               0.034361,               0.034361
                    193,                 1.2899,                 0.7461,                 1.1472,                 0.9278,                0.80488,                0.91494,                0.55243,                 1.4736,                0.78795,                 1.2697,               0.034216,               0.034216,               0.034216
                    194,                 1.2669,                0.72369,                 1.1134,                0.77386,                0.78049,                0.84622,                0.43448,                 1.7468,                 1.0951,                 1.3904,               0.034071,               0.034071,               0.034071
                    195,                 1.2626,                0.71354,                 1.1101,                0.80668,                0.76333,                0.83378,                0.40254,                 1.7556,                 1.1655,                 1.3913,               0.033926,               0.033926,               0.033926
                    196,                 1.2344,                0.71275,                 1.1107,                0.94029,                0.76815,                0.90928,                0.55554,                 1.3597,                0.80757,                 1.1934,                0.03378,                0.03378,                0.03378
                    197,                 1.2572,                 0.7144,                 1.1089,                0.89465,                0.82853,                 0.9142,                0.54318,                 1.4178,                0.76917,                 1.2253,               0.033634,               0.033634,               0.033634
                    198,                 1.1978,                0.67748,                 1.0743,                0.91649,                0.80303,                0.91344,                 0.5585,                 1.3375,                 0.7726,                 1.2207,               0.033487,               0.033487,               0.033487
                    199,                 1.2144,                0.69266,                 1.1237,                0.87433,                0.84852,                0.91259,                0.55086,                 1.3959,                0.79521,                 1.2376,                0.03334,                0.03334,                0.03334
                    200,                 1.2092,                0.68372,                  1.095,                0.82829,                 0.8236,                0.89204,                0.54326,                 1.4685,                0.89279,                 1.2739,               0.033193,               0.033193,               0.033193
                    201,                 1.2206,                0.70863,                 1.1043,                0.87116,                 0.8246,                0.88167,                0.48425,                 1.6477,                0.96589,                 1.3642,               0.033046,               0.033046,               0.033046
                    202,                 1.1675,                0.68701,                 1.0646,                0.90426,                 0.7561,                0.83884,                0.46768,                 1.7241,                 1.6424,                 1.3598,               0.032898,               0.032898,               0.032898
                    203,                  1.221,                0.68965,                 1.0741,                0.86057,                 0.7561,                0.82339,                 0.4499,                 1.7687,                 1.8727,                 1.3834,                0.03275,                0.03275,                0.03275
                    204,                 1.1681,                0.65691,                 1.0861,                0.89848,                0.73171,                0.86913,                0.55714,                 1.4235,                 1.3554,                 1.2403,               0.032602,               0.032602,               0.032602
                    205,                 1.2427,                0.67752,                 1.1001,                0.88555,                0.75491,                0.87671,                0.55931,                  1.444,                 1.2541,                 1.2567,               0.032453,               0.032453,               0.032453
                    206,                 1.2054,                0.69065,                 1.0839,                0.87566,                 0.7439,                0.86424,                0.53179,                 1.4468,                 1.1773,                 1.2692,               0.032304,               0.032304,               0.032304
                    207,                 1.2082,                0.69937,                 1.1088,                0.86933,                0.73022,                0.84701,                0.50949,                 1.5219,                 1.3465,                 1.3198,               0.032155,               0.032155,               0.032155
                    208,                 1.2082,                0.69968,                 1.0941,                0.87658,                0.77956,                0.86717,                0.54034,                 1.4996,                 1.3629,                 1.2699,               0.032006,               0.032006,               0.032006
                    209,                 1.1363,                0.65499,                 1.0619,                0.91396,                0.77731,                 0.8573,                0.52205,                 1.5453,                 1.3202,                 1.2986,               0.031856,               0.031856,               0.031856
                    210,                  1.147,                0.65935,                 1.0746,                0.88273,                0.78049,                0.87921,                0.52681,                 1.5065,                 1.3243,                 1.2401,               0.031706,               0.031706,               0.031706
                    211,                 1.2129,                0.67509,                 1.0868,                0.86514,                 0.7439,                0.88091,                0.52998,                 1.4792,                 1.3896,                 1.2096,               0.031556,               0.031556,               0.031556
                    212,                 1.2129,                0.68376,                  1.106,                0.62679,                0.84146,                 0.8142,                 0.4755,                  1.637,                 1.9879,                 1.2682,               0.031405,               0.031405,               0.031405
                    213,                 1.2307,                0.68631,                 1.1197,                0.86716,                0.57317,                0.76364,                 0.3649,                 2.0071,                 1.9083,                 1.4306,               0.031254,               0.031254,               0.031254
                    214,                 1.2016,                0.67138,                 1.1062,                0.84095,                0.77382,                0.85595,                0.45946,                 1.6534,                 1.2992,                 1.2593,               0.031103,               0.031103,               0.031103
                    215,                 1.1616,                0.65832,                 1.0929,                0.83796,                0.81707,                0.90185,                0.53858,                 1.5024,                  1.119,                 1.2419,               0.030952,               0.030952,               0.030952
                    216,                 1.1446,                0.63356,                 1.0692,                0.81879,                0.81707,                0.91195,                0.54699,                 1.4954,                0.97506,                 1.2806,               0.030801,               0.030801,               0.030801
                    217,                 1.1848,                0.68385,                 1.0994,                0.89673,                0.82927,                0.93606,                 0.5791,                 1.3219,                0.88343,                 1.1807,               0.030649,               0.030649,               0.030649
                    218,                 1.2134,                0.66441,                 1.0641,                0.84317,                0.85239,                 0.9122,                0.54286,                  1.456,                0.85148,                 1.2193,               0.030497,               0.030497,               0.030497
                    219,                 1.1823,                0.67696,                  1.079,                 0.9005,                0.76829,                 0.8957,                0.55062,                 1.4872,                0.90477,                 1.2407,               0.030345,               0.030345,               0.030345
                    220,                 1.1824,                0.66452,                 1.0633,                0.84047,                0.77104,                0.89028,                0.54357,                 1.4277,                 1.0769,                 1.2006,               0.030193,               0.030193,               0.030193
                    221,                 1.1633,                0.66622,                 1.0676,                0.83264,                 0.7561,                0.87723,                0.50435,                 1.5577,                 1.1062,                  1.224,                0.03004,                0.03004,                0.03004
                    222,                 1.1331,                0.64708,                 1.0517,                0.88033,                0.80746,                0.89207,                0.53654,                 1.4364,                0.91872,                 1.1888,               0.029888,               0.029888,               0.029888
                    223,                 1.1697,                0.65024,                 1.0691,                 0.8629,                0.84146,                0.89855,                0.53501,                 1.4557,                0.79592,                 1.2165,               0.029735,               0.029735,               0.029735
                    224,                 1.1252,                0.64065,                 1.0652,                0.87519,                0.86585,                0.93003,                  0.581,                 1.3102,                0.85877,                 1.1838,               0.029582,               0.029582,               0.029582
                    225,                    1.1,                0.64678,                 1.0545,                0.86884,                0.84146,                0.90857,                0.54324,                 1.3336,                0.98294,                 1.1768,               0.029429,               0.029429,               0.029429
                    226,                 1.1137,                0.63561,                 1.0349,                0.92123,                0.85572,                0.92518,                 0.5712,                 1.3497,                0.88462,                  1.191,               0.029275,               0.029275,               0.029275
                    227,                 1.0869,                0.62429,                 1.0494,                0.91965,                0.83757,                0.92195,                0.58507,                 1.4007,                0.94101,                 1.1932,               0.029122,               0.029122,               0.029122
                    228,                 1.1081,                0.63243,                 1.0481,                0.89558,                0.83678,                0.91144,                0.53113,                 1.5091,                0.90311,                 1.2282,               0.028968,               0.028968,               0.028968
                    229,                 1.1019,                0.61851,                  1.045,                0.94864,                0.76829,                0.91304,                0.51389,                 1.5572,                0.83634,                 1.2376,               0.028814,               0.028814,               0.028814
                    230,                 1.1232,                  0.627,                 1.0403,                0.88808,                0.78049,                0.89368,                0.53476,                 1.4647,                0.73781,                 1.1994,                0.02866,                0.02866,                0.02866
                    231,                 1.1263,                0.62825,                 1.0517,                 0.8777,                 0.7877,                0.89447,                0.52407,                 1.4422,                0.79483,                 1.1902,               0.028506,               0.028506,               0.028506
                    232,                 1.1403,                0.63795,                 1.0515,                0.92068,                0.69512,                0.86803,                0.53273,                 1.4978,                 1.0528,                 1.2158,               0.028352,               0.028352,               0.028352
                    233,                 1.0818,                0.62362,                 1.0445,                0.92378,                0.73902,                0.88542,                0.54126,                  1.461,                 1.0675,                 1.2135,               0.028198,               0.028198,               0.028198
                    234,                 1.1031,                0.61275,                 1.0701,                0.93831,                0.74204,                0.86947,                0.56206,                 1.4365,                 1.3442,                 1.2464,               0.028043,               0.028043,               0.028043
                    235,                 1.0679,                0.59198,                 1.0283,                0.76667,                0.84146,                0.86953,                 0.5786,                 1.4152,                 1.6668,                 1.2223,               0.027889,               0.027889,               0.027889
                    236,                  1.123,                0.61356,                 1.0635,                0.80233,                0.84146,                0.87467,                0.59858,                 1.3746,                 1.7012,                 1.1981,               0.027734,               0.027734,               0.027734
                    237,                 1.0727,                0.60324,                 1.0198,                0.95282,                0.73896,                0.88431,                0.59033,                 1.3568,                 1.2594,                  1.192,               0.027579,               0.027579,               0.027579
                    238,                 1.0626,                0.59983,                 1.0441,                0.93142,                0.78049,                0.91632,                0.63142,                 1.2383,                0.89665,                 1.1611,               0.027424,               0.027424,               0.027424
                    239,                 1.0962,                0.60506,                 1.0265,                0.91656,                 0.8038,                0.93154,                0.60835,                  1.343,                0.87809,                 1.1931,               0.027269,               0.027269,               0.027269
                    240,                 1.1229,                 0.6241,                 1.0507,                0.88294,                0.84146,                0.91494,                0.60537,                 1.3072,                0.75851,                 1.1375,               0.027114,               0.027114,               0.027114
                    241,                 1.0375,                0.59114,                 1.0238,                0.90038,                0.82927,                0.91729,                0.59056,                  1.373,                0.77029,                 1.1636,               0.026959,               0.026959,               0.026959
                    242,                 1.0654,                0.58169,                   1.02,                0.87427,                0.84803,                  0.934,                 0.6218,                 1.2397,                0.67458,                 1.1389,               0.026804,               0.026804,               0.026804
                    243,                  1.012,                0.57591,                 1.0069,                0.89595,                0.84011,                0.93545,                0.60488,                 1.2939,                0.69255,                 1.1517,               0.026649,               0.026649,               0.026649
                    244,                 1.0553,                0.58328,                 1.0185,                0.88228,                0.84146,                0.93305,                0.61624,                 1.2617,                0.72544,                 1.1208,               0.026494,               0.026494,               0.026494
                    245,                 1.0218,                 0.5852,                 1.0129,                0.88689,                0.84146,                0.92949,                0.60101,                 1.2667,                0.74974,                 1.1298,               0.026338,               0.026338,               0.026338
                    246,                 1.0502,                0.59675,                 1.0372,                0.96671,                0.78049,                0.90414,                0.60898,                 1.2675,                0.83568,                 1.1261,               0.026183,               0.026183,               0.026183
                    247,                 1.0359,                0.58799,                 1.0433,                0.94038,                0.76948,                0.89567,                0.59968,                 1.2542,                0.90761,                 1.1347,               0.026027,               0.026027,               0.026027
                    248,                 1.0469,                0.59932,                 1.0514,                0.95497,                0.77595,                0.90169,                0.60916,                 1.2593,                0.89478,                 1.1525,               0.025872,               0.025872,               0.025872
                    249,                 1.0264,                0.57537,                 1.0048,                0.96725,                0.78049,                0.91006,                0.58878,                 1.3244,                0.84174,                 1.1656,               0.025716,               0.025716,               0.025716
                    250,                 1.0752,                0.60444,                 1.0374,                0.98435,                0.76723,                0.90876,                0.59923,                 1.3403,                 0.7414,                 1.1842,               0.025561,               0.025561,               0.025561
                    251,                 1.0538,                0.59127,                 1.0225,                0.96378,                0.76829,                0.91547,                0.60483,                 1.3204,                0.71358,                 1.1824,               0.025406,               0.025406,               0.025406
                    252,                 1.0737,                0.59312,                 1.0398,                0.96634,                0.76829,                0.91049,                 0.5787,                  1.383,                0.71591,                 1.2021,                0.02525,                0.02525,                0.02525
                    253,                 1.1085,                0.59704,                 1.0615,                 0.8433,                0.81707,                0.90833,                  0.579,                 1.3463,                0.70789,                  1.172,               0.025094,               0.025094,               0.025094
                    254,                 1.1398,                0.59347,                 1.0331,                0.89212,                0.81707,                0.89365,                0.50676,                 1.5456,                0.70105,                 1.2494,               0.024939,               0.024939,               0.024939
                    255,                 1.0898,                0.60448,                 1.0378,                0.89244,                0.80951,                0.89737,                 0.4964,                 1.6026,                0.72919,                 1.2939,               0.024784,               0.024784,               0.024784
                    256,                 1.1385,                0.63376,                 1.0409,                0.90808,                0.79268,                0.91605,                0.56448,                  1.363,                0.68718,                 1.1924,               0.024628,               0.024628,               0.024628
                    257,                 1.0413,                0.58555,                 1.0325,                0.83938,                0.85366,                0.90805,                0.54535,                 1.3802,                 0.6989,                  1.202,               0.024473,               0.024473,               0.024473
                    258,                 1.0333,                0.57459,                 1.0112,                0.85573,                0.86801,                0.93646,                0.61099,                 1.2614,                0.65331,                 1.1352,               0.024317,               0.024317,               0.024317
                    259,                 1.0704,                 0.5708,                 1.0107,                0.93359,                0.80488,                0.92741,                0.59615,                 1.3028,                0.64375,                 1.1583,               0.024162,               0.024162,               0.024162
                    260,                  1.071,                0.58563,                 1.0159,                0.91816,                0.82092,                0.91229,                0.57866,                 1.2715,                0.68239,                 1.1379,               0.024006,               0.024006,               0.024006
                    261,                 1.0378,                0.57069,                 1.0048,                0.92545,                0.78049,                0.89155,                  0.555,                 1.3164,                0.71707,                 1.1648,               0.023851,               0.023851,               0.023851
                    262,                 1.0592,                0.59465,                 1.0247,                0.89386,                0.85366,                0.93499,                0.56771,                  1.346,                0.67647,                 1.1531,               0.023696,               0.023696,               0.023696
                    263,                 1.0539,                0.58106,                 1.0256,                0.90076,                0.88551,                0.95292,                0.59709,                 1.2306,                0.63012,                 1.1202,               0.023541,               0.023541,               0.023541
                    264,                 1.0499,                0.58514,                 1.0351,                0.89202,                0.87805,                0.94867,                0.57002,                 1.3447,                0.65223,                 1.1823,               0.023386,               0.023386,               0.023386
                    265,                 1.0615,                0.59058,                 1.0398,                0.86245,                0.92683,                0.94359,                 0.6012,                 1.2776,                0.66323,                 1.1528,               0.023231,               0.023231,               0.023231
                    266,                 1.0501,                0.58786,                 1.0374,                 0.9215,                0.87805,                0.92693,                0.56543,                  1.313,                0.66306,                 1.1544,               0.023076,               0.023076,               0.023076
                    267,                 1.0936,                0.58937,                 1.0533,                0.92193,                0.86408,                0.94192,                0.59191,                 1.3554,                0.64553,                 1.1868,               0.022921,               0.022921,               0.022921
                    268,                   1.03,                0.58245,                 1.0184,                0.91864,                0.80488,                0.93283,                0.61009,                    nan,                    nan,                    nan,               0.022766,               0.022766,               0.022766
                    269,                 1.0581,                0.59091,                  1.003,                0.92097,                 0.7561,                0.89015,                 0.5598,                    nan,                    nan,                    nan,               0.022611,               0.022611,               0.022611
                    270,                 1.0167,                 0.5713,                 1.0105,                0.91875,                0.80488,                0.91629,                0.53704,                    nan,                    nan,                    nan,               0.022457,               0.022457,               0.022457
                    271,                 1.0218,                0.56758,                 1.0157,                0.91879,                0.82785,                0.92347,                0.53844,                 1.4003,                    nan,                  1.223,               0.022302,               0.022302,               0.022302
                    272,                0.97225,                0.55727,                 1.0001,                0.92224,                0.81707,                0.90978,                0.47951,                 1.6529,                0.79816,                 1.3476,               0.022148,               0.022148,               0.022148
                    273,                 1.0231,                0.56685,                 1.0037,                0.88273,                0.82619,                0.90846,                0.51316,                 1.5301,                0.77628,                 1.2591,               0.021994,               0.021994,               0.021994
                    274,                0.99985,                0.57024,                0.99961,                0.90658,                0.81707,                0.91104,                 0.5377,                 1.4412,                0.71229,                 1.2134,                0.02184,                0.02184,                0.02184
                    275,                 1.0046,                0.56173,                 1.0013,                0.84036,                0.84146,                  0.914,                0.52632,                 1.4556,                0.72907,                 1.2131,               0.021686,               0.021686,               0.021686
                    276,                 1.0464,                0.57146,                 1.0294,                0.87962,                0.80199,                0.90992,                0.58627,                 1.3417,                0.79096,                 1.1848,               0.021532,               0.021532,               0.021532
                    277,                 1.0239,                0.57445,                  1.003,                0.82844,                0.89024,                0.91256,                0.54857,                 1.4145,                0.78275,                 1.2224,               0.021378,               0.021378,               0.021378
                    278,                 1.0589,                0.59963,                 1.0524,                0.88946,                0.84146,                0.93671,                0.59065,                 1.2921,                 0.7329,                 1.1885,               0.021225,               0.021225,               0.021225
                    279,                0.98326,                0.56813,                0.98762,                0.88021,                0.86585,                0.93742,                0.59037,                 1.2846,                0.72592,                 1.1655,               0.021071,               0.021071,               0.021071
                    280,                 1.0076,                0.58252,                0.98842,                0.91062,                0.85366,                0.94115,                0.58607,                 1.2943,                0.69022,                 1.1783,               0.020918,               0.020918,               0.020918
                    281,                0.99679,                0.56084,                0.98959,                0.88871,                0.87651,                0.94305,                0.58006,                  1.314,                0.71542,                 1.1937,               0.020765,               0.020765,               0.020765
                    282,                0.99185,                0.55915,                0.99722,                0.89826,                0.86135,                0.93454,                0.59687,                 1.2816,                0.68817,                 1.1444,               0.020612,               0.020612,               0.020612
                    283,                0.97825,                0.56097,                 1.0016,                0.96007,                0.81707,                0.94529,                0.60826,                  1.279,                0.69811,                 1.1531,                0.02046,                0.02046,                0.02046
                    284,                0.99611,                0.56424,                 1.0176,                0.91587,                0.85366,                0.94686,                0.58849,                 1.3326,                0.66598,                 1.1536,               0.020307,               0.020307,               0.020307
                    285,                 0.9896,                0.54895,                0.99732,                0.91038,                0.87805,                0.94874,                0.58325,                 1.3305,                0.63981,                 1.1617,               0.020155,               0.020155,               0.020155
                    286,                0.97952,                0.54768,                  1.003,                0.91074,                0.87102,                0.93626,                0.59863,                 1.3055,                 0.6413,                 1.1681,               0.020003,               0.020003,               0.020003
                    287,                 0.9852,                0.55233,                0.99966,                0.89305,                0.84146,                0.92578,                 0.5472,                 1.4518,                0.67636,                 1.2107,               0.019851,               0.019851,               0.019851
                    288,                0.98079,                0.54209,                 0.9916,                0.90031,                0.89024,                0.94051,                0.59799,                 1.2735,                0.62224,                 1.1407,               0.019699,               0.019699,               0.019699
                    289,                0.97598,                0.52883,                0.98548,                0.92109,                0.87805,                0.94469,                0.60556,                 1.2601,                0.60271,                 1.1417,               0.019548,               0.019548,               0.019548
                    290,                 1.0059,                0.57562,                 1.0175,                0.92007,                0.87805,                0.95067,                0.61002,                 1.2488,                0.63026,                 1.1142,               0.019397,               0.019397,               0.019397
                    291,                 0.9949,                0.55901,                0.98591,                0.93225,                0.84146,                0.93984,                0.60807,                 1.2489,                0.62709,                 1.1155,               0.019246,               0.019246,               0.019246
                    292,                0.99152,                0.54859,                0.97341,                0.91588,                0.85366,                0.95297,                0.62636,                 1.2222,                0.64493,                  1.077,               0.019095,               0.019095,               0.019095
                    293,                0.98889,                0.56551,                  0.996,                0.90988,                0.86193,                0.95715,                0.62856,                 1.2196,                0.65804,                 1.0764,               0.018944,               0.018944,               0.018944
                    294,                0.94704,                0.54396,                0.96603,                0.91864,                0.82624,                0.94589,                0.62185,                 1.2359,                0.70812,                 1.1003,               0.018794,               0.018794,               0.018794
                    295,                0.95288,                0.53338,                0.98358,                0.87744,                0.87313,                0.94128,                 0.6342,                 1.2558,                0.74637,                 1.1165,               0.018644,               0.018644,               0.018644
                    296,                0.96768,                0.54916,                0.98762,                0.85936,                0.89024,                0.94708,                0.61148,                 1.3289,                0.72912,                 1.1658,               0.018494,               0.018494,               0.018494
                    297,                0.97532,                0.56467,                  1.011,                0.95639,                0.81707,                0.94218,                0.62118,                 1.2708,                 0.6687,                 1.1467,               0.018345,               0.018345,               0.018345
                    298,                0.96704,                 0.5289,                0.96321,                0.90141,                0.89197,                0.95048,                0.57965,                 1.3582,                0.62912,                 1.1841,               0.018196,               0.018196,               0.018196
                    299,                0.93506,                0.51758,                 0.9755,                0.88888,                0.87796,                0.93187,                0.56605,                 1.4139,                0.64634,                 1.2061,               0.018047,               0.018047,               0.018047
                    300,                 0.9236,                0.53299,                0.97291,                0.90335,                0.91193,                0.94494,                0.58396,                 1.3111,                0.64387,                 1.1678,               0.017898,               0.017898,               0.017898
                    301,                0.94174,                0.52037,                0.96171,                0.88105,                0.90244,                0.93777,                0.56255,                 1.3905,                0.68582,                  1.191,                0.01775,                0.01775,                0.01775
                    302,                0.98265,                0.53378,                0.99286,                0.87816,                0.87897,                 0.9384,                0.59333,                 1.3005,                0.64966,                 1.1618,               0.017602,               0.017602,               0.017602
                    303,                0.95332,                0.52049,                0.97276,                0.84766,                0.88218,                0.94955,                 0.6317,                 1.2284,                0.62314,                  1.123,               0.017454,               0.017454,               0.017454
                    304,                0.93465,                0.52802,                0.98228,                0.90831,                0.84569,                0.95095,                0.62963,                 1.2582,                0.60512,                 1.1348,               0.017307,               0.017307,               0.017307
                    305,                0.94963,                 0.5405,                 1.0314,                 0.8721,                0.87805,                  0.942,                0.61157,                 1.2634,                0.61558,                 1.1499,                0.01716,                0.01716,                0.01716
                    306,                0.92686,                0.52017,                0.97663,                0.89068,                0.85366,                0.93874,                0.59414,                 1.2796,                0.66222,                 1.1728,               0.017013,               0.017013,               0.017013
                    307,                0.94994,                0.52301,                 0.9701,                0.91579,                0.84146,                0.93912,                0.56991,                 1.3008,                0.66391,                  1.179,               0.016866,               0.016866,               0.016866
                    308,                0.95687,                0.52267,                 1.0022,                0.86549,                0.86321,                0.94271,                0.61855,                 1.2084,                0.63771,                  1.106,                0.01672,                0.01672,                0.01672
                    309,                0.92336,                0.52367,                0.98978,                0.91745,                0.85366,                0.94477,                0.63541,                 1.2152,                0.62812,                 1.1004,               0.016574,               0.016574,               0.016574
                    310,                0.89404,                0.51298,                0.96211,                0.91862,                0.85366,                0.94838,                0.61994,                 1.2315,                0.64524,                 1.1161,               0.016429,               0.016429,               0.016429
                    311,                0.93293,                0.52861,                0.98386,                0.96713,                0.80488,                0.94962,                0.63471,                 1.2222,                0.64663,                 1.1186,               0.016284,               0.016284,               0.016284
                    312,                0.89705,                0.51135,                0.96549,                0.89626,                0.84146,                0.95035,                0.64782,                  1.217,                0.64879,                 1.0844,               0.016139,               0.016139,               0.016139
                    313,                0.89794,                0.50811,                0.97516,                0.89268,                0.85366,                0.94618,                0.64055,                 1.2232,                0.69267,                 1.0812,               0.015995,               0.015995,               0.015995
                    314,                0.88212,                0.50236,                0.97939,                0.86125,                 0.8327,                0.92917,                0.63796,                 1.2085,                0.75581,                 1.0825,                0.01585,                0.01585,                0.01585
