                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    315,                0.89256,                0.49779,                0.95255,                0.85566,                0.82927,                0.92461,                0.64343,                 1.2303,                0.75666,                 1.0948,               0.015707,               0.015707,               0.015707
                    316,                0.87045,                0.48732,                0.96334,                0.96194,                0.80488,                0.94175,                0.65503,                 1.1735,                0.66948,                 1.0872,               0.015564,               0.015564,               0.015564
                    317,                0.88572,                0.49672,                0.93311,                0.93306,                0.82927,                0.94882,                0.62701,                 1.2418,                0.68731,                 1.1113,               0.015421,               0.015421,               0.015421
                    318,                0.92429,                0.50436,                0.96077,                0.96919,                0.76714,                0.91253,                0.63096,                 1.2322,                0.89889,                 1.1026,               0.015278,               0.015278,               0.015278
                    319,                0.89157,                0.50364,                0.96236,                0.87671,                0.78049,                0.86359,                0.56848,                 1.3467,                 1.9889,                 1.1535,               0.015136,               0.015136,               0.015136
                    320,                0.91622,                0.51028,                0.97087,                0.66667,                0.02439,                0.34146,                 0.1537,                 2.4945,                 6.7021,                 1.8137,               0.014994,               0.014994,               0.014994
                    321,                0.93601,                0.52978,                0.98686,                0.72727,                0.09756,                0.40673,                0.22359,                 2.0738,                 5.6884,                 1.5678,               0.014853,               0.014853,               0.014853
                    322,                0.89576,                0.51039,                0.96913,                0.92105,                0.42683,                0.66686,                0.42533,                 1.6049,                 3.6061,                 1.2978,               0.014712,               0.014712,               0.014712
                    323,                0.90432,                0.50274,                0.97141,                0.90411,                0.80488,                0.87972,                0.55603,                 1.4481,                 1.7632,                 1.2031,               0.014571,               0.014571,               0.014571
                    324,                0.90607,                0.50544,                0.96263,                0.95644,                0.80335,                0.94854,                0.63793,                 1.2353,                0.68817,                  1.111,               0.014431,               0.014431,               0.014431
                    325,                0.92641,                0.50662,                 0.9591,                 0.8989,                0.86749,                0.94887,                0.64318,                 1.2342,                0.61149,                 1.1168,               0.014292,               0.014292,               0.014292
                    326,                0.92421,                0.51097,                0.97396,                0.90255,                0.85366,                0.94565,                0.58932,                 1.3176,                0.62697,                 1.1486,               0.014153,               0.014153,               0.014153
                    327,                0.92064,                0.50169,                0.95593,                0.90188,                0.86585,                0.94633,                0.62502,                 1.2215,                0.61726,                 1.0982,               0.014014,               0.014014,               0.014014
                    328,                0.92452,                0.50541,                0.96872,                0.90785,                0.85366,                0.93809,                0.62093,                 1.2612,                0.64891,                 1.1191,               0.013875,               0.013875,               0.013875
                    329,                0.92282,                0.49568,                0.95359,                0.90987,                0.82927,                 0.9426,                0.60493,                 1.2863,                0.63553,                 1.1319,               0.013738,               0.013738,               0.013738
                    330,                  0.948,                0.50482,                0.97662,                0.95748,                 0.8239,                0.94918,                0.63117,                  1.234,                0.63688,                  1.083,                 0.0136,                 0.0136,                 0.0136
                    331,                0.91714,                0.50326,                0.97192,                0.95796,                0.83374,                0.94233,                0.64762,                 1.1974,                0.64017,                 1.0804,               0.013463,               0.013463,               0.013463
                    332,                0.91285,                0.49643,                0.96263,                0.90998,                0.86295,                0.94877,                0.61886,                 1.2937,                0.65905,                 1.1217,               0.013327,               0.013327,               0.013327
                    333,                0.87742,                0.49023,                0.95833,                0.91586,                0.86585,                0.94445,                0.61037,                 1.3376,                0.66339,                 1.1462,               0.013191,               0.013191,               0.013191
                    334,                0.91097,                0.51059,                0.95887,                0.91851,                0.82479,                 0.9493,                0.63009,                 1.2152,                0.60054,                 1.0835,               0.013055,               0.013055,               0.013055
                    335,                0.90368,                0.50835,                0.95306,                0.87043,                0.90119,                0.95493,                0.64656,                 1.1909,                0.60884,                  1.081,                0.01292,                0.01292,                0.01292
                    336,                0.86067,                0.48388,                0.94938,                0.91092,                0.87294,                0.95391,                 0.6239,                 1.2793,                0.59532,                 1.1242,               0.012785,               0.012785,               0.012785
                    337,                0.89591,                0.48531,                0.96191,                0.87862,                0.88276,                0.95212,                0.62568,                 1.2474,                0.58577,                 1.1191,               0.012651,               0.012651,               0.012651
                    338,                0.88243,                0.48458,                0.97405,                 0.9754,                0.78049,                 0.9456,                  0.637,                 1.1829,                0.58488,                 1.1066,               0.012518,               0.012518,               0.012518
                    339,                 0.8802,                0.48429,                0.96828,                0.85335,                0.90244,                 0.9492,                0.65039,                 1.1784,                0.58685,                 1.0951,               0.012385,               0.012385,               0.012385
                    340,                0.85197,                0.48098,                0.95738,                0.91499,                0.84146,                 0.9409,                0.62279,                 1.2676,                0.60683,                 1.1139,               0.012252,               0.012252,               0.012252
                    341,                0.85071,                0.47548,                0.93895,                0.91187,                0.85366,                0.94512,                0.63361,                 1.2435,                0.59483,                 1.1128,                0.01212,                0.01212,                0.01212
                    342,                 0.8869,                0.50321,                0.95123,                0.90953,                0.87805,                0.94745,                0.63052,                 1.2013,                0.54774,                 1.1145,               0.011988,               0.011988,               0.011988
                    343,                0.86104,                 0.4816,                  0.951,                0.90458,                0.87805,                0.94875,                0.61695,                 1.2397,                0.55201,                 1.1312,               0.011857,               0.011857,               0.011857
                    344,                0.86183,                0.48424,                0.94643,                0.88274,                0.86585,                0.94145,                0.62714,                 1.2216,                0.56602,                 1.1101,               0.011727,               0.011727,               0.011727
                    345,                0.85514,                0.48635,                0.93431,                0.86063,                0.86585,                0.95048,                0.62633,                 1.2054,                  0.565,                 1.0945,               0.011597,               0.011597,               0.011597
                    346,                0.86252,                  0.465,                0.93904,                0.85283,                0.90244,                0.94892,                0.61891,                 1.2468,                0.56742,                 1.0928,               0.011467,               0.011467,               0.011467
                    347,                0.83533,                 0.4704,                0.95328,                0.89832,                0.86196,                0.94927,                0.62431,                 1.2321,                0.57432,                 1.0971,               0.011338,               0.011338,               0.011338
                    348,                 0.8358,                0.47122,                0.95293,                 0.8224,                0.91463,                0.93359,                0.60915,                 1.2529,                0.59754,                  1.135,                0.01121,                0.01121,                0.01121
                    349,                0.83667,                0.48004,                0.95359,                0.87352,                0.87805,                0.93493,                0.62066,                 1.2437,                0.62856,                 1.1195,               0.011082,               0.011082,               0.011082
                    350,                0.82292,                0.45631,                0.94211,                0.89991,                0.87715,                0.94581,                0.63298,                  1.232,                0.61325,                 1.0897,               0.010955,               0.010955,               0.010955
                    351,                0.82103,                0.47041,                0.93899,                 0.8989,                0.86746,                0.93801,                0.62688,                 1.2555,                0.60654,                 1.0987,               0.010828,               0.010828,               0.010828
                    352,                0.88021,                0.48482,                0.96582,                0.88812,                0.82927,                0.92229,                0.59572,                 1.3603,                0.68318,                 1.1652,               0.010702,               0.010702,               0.010702
                    353,                0.85142,                0.48352,                0.95139,                0.89507,                0.83222,                0.92437,                0.62789,                 1.2933,                0.70315,                 1.1379,               0.010577,               0.010577,               0.010577
                    354,                0.82526,                0.48099,                0.93974,                0.86019,                0.90038,                0.92969,                0.63667,                 1.2643,                0.66144,                 1.1429,               0.010452,               0.010452,               0.010452
                    355,                0.82189,                0.46751,                0.94305,                0.93892,                0.80488,                0.93484,                0.63261,                 1.2196,                0.63843,                 1.1235,               0.010327,               0.010327,               0.010327
                    356,                0.83773,                0.48202,                0.95407,                 0.8004,                0.92683,                 0.9456,                0.63328,                 1.2361,                0.65256,                 1.1254,               0.010204,               0.010204,               0.010204
                    357,                 0.8536,                0.46892,                0.93821,                0.86599,                0.85366,                0.94842,                 0.6396,                 1.1959,                0.66456,                 1.0999,               0.010081,               0.010081,               0.010081
                    358,                0.84612,                0.47777,                0.94585,                 0.8854,                0.84804,                0.94804,                0.64524,                 1.1989,                0.61741,                 1.1038,               0.009958,               0.009958,               0.009958
                    359,                0.82791,                0.47449,                0.95694,                0.89874,                0.84146,                0.94928,                0.63858,                 1.2126,                 0.6131,                 1.1167,               0.009836,               0.009836,               0.009836
                    360,                0.84413,                0.47366,                0.95032,                0.89265,                0.86585,                0.94606,                0.63595,                 1.1922,                0.62092,                 1.0931,              0.0097146,              0.0097146,              0.0097146
                    361,                0.81692,                 0.4643,                0.93788,                 0.8998,                0.85366,                0.94681,                0.64097,                 1.1955,                0.62606,                 1.0899,              0.0095939,              0.0095939,              0.0095939
                    362,                 0.8313,                0.45895,                0.93994,                0.90151,                0.85366,                0.94968,                0.64696,                 1.1896,                0.60389,                 1.0764,              0.0094738,              0.0094738,              0.0094738
                    363,                0.79445,                0.44856,                0.93164,                0.97088,                0.81336,                 0.9504,                0.65577,                 1.1584,                 0.5847,                 1.0619,              0.0093542,              0.0093542,              0.0093542
                    364,                0.82696,                 0.4697,                0.94733,                 0.9567,                0.80835,                0.95165,                0.64362,                 1.2126,                0.58644,                 1.0814,              0.0092354,              0.0092354,              0.0092354
                    365,                 0.8287,                0.46735,                0.94286,                0.93301,                0.81707,                0.95159,                0.63794,                 1.2541,                0.60004,                 1.0946,              0.0091171,              0.0091171,              0.0091171
                    366,                0.79553,                0.45537,                0.94212,                0.93213,                0.83748,                0.94982,                0.63637,                 1.2332,                0.62942,                 1.0953,              0.0089995,              0.0089995,              0.0089995
                    367,                0.79779,                0.45654,                0.92078,                0.92051,                0.84735,                0.94969,                0.63816,                  1.208,                0.60127,                 1.0781,              0.0088825,              0.0088825,              0.0088825
                    368,                0.82552,                 0.4578,                0.93482,                0.89746,                0.86585,                0.94324,                0.60284,                 1.2713,                0.64576,                  1.097,              0.0087662,              0.0087662,              0.0087662
                    369,                0.82054,                 0.4784,                0.94034,                0.86752,                0.87842,                0.94525,                0.61165,                 1.2883,                0.63391,                  1.101,              0.0086505,              0.0086505,              0.0086505
                    370,                0.82395,                0.47041,                0.93691,                0.89858,                0.86437,                0.94718,                0.63742,                 1.2098,                0.64137,                  1.102,              0.0085355,              0.0085355,              0.0085355
                    371,                0.79533,                0.46092,                0.94101,                0.88767,                 0.8673,                0.94102,                0.62701,                 1.2073,                0.65529,                 1.1136,              0.0084212,              0.0084212,              0.0084212
                    372,                0.82471,                0.45898,                0.93166,                0.90151,                0.81707,                0.93677,                0.60331,                 1.2873,                 0.7004,                 1.1326,              0.0083075,              0.0083075,              0.0083075
                    373,                0.80817,                0.45114,                0.93384,                0.95578,                0.79073,                0.93491,                0.61079,                 1.2701,                0.70819,                 1.1251,              0.0081944,              0.0081944,              0.0081944
                    374,                0.79667,                0.43942,                0.92142,                0.93111,                0.79268,                0.93534,                  0.617,                 1.2358,                0.70275,                  1.127,              0.0080821,              0.0080821,              0.0080821
                    375,                0.78643,                 0.4424,                0.91652,                0.91716,                0.81011,                0.93664,                0.60047,                 1.2559,                0.69128,                 1.1373,              0.0079704,              0.0079704,              0.0079704
                    376,                 0.7971,                 0.4556,                0.94315,                 0.8849,                0.84386,                0.94381,                0.62155,                 1.2147,                0.63252,                 1.1121,              0.0078594,              0.0078594,              0.0078594
                    377,                0.82623,                0.44993,                0.95034,                0.90648,                0.85366,                0.94764,                0.63622,                  1.172,                0.61212,                 1.0907,              0.0077491,              0.0077491,              0.0077491
                    378,                0.80975,                0.45702,                0.92959,                0.92174,                0.86187,                0.94979,                0.63528,                 1.2187,                0.59628,                  1.111,              0.0076395,              0.0076395,              0.0076395
                    379,                0.80025,                0.44473,                0.92357,                0.92138,                 0.8575,                0.95391,                0.63675,                 1.2217,                0.59124,                  1.108,              0.0075306,              0.0075306,              0.0075306
                    380,                0.79508,                 0.4529,                0.94591,                0.92217,                0.86585,                0.95195,                0.64002,                 1.2329,                0.58584,                 1.1152,              0.0074224,              0.0074224,              0.0074224
                    381,                0.81673,                0.44955,                0.93001,                0.92847,                0.86585,                0.95268,                0.64434,                 1.2321,                0.58972,                 1.1185,              0.0073148,              0.0073148,              0.0073148
                    382,                0.79359,                0.44418,                0.92388,                0.92143,                0.86585,                0.95197,                0.62442,                 1.2697,                0.56679,                 1.1316,               0.007208,               0.007208,               0.007208
                    383,                0.82119,                0.44694,                0.93751,                0.91779,                0.86585,                0.95233,                0.60836,                 1.2896,                0.56792,                 1.1472,              0.0071019,              0.0071019,              0.0071019
                    384,                0.80901,                0.44658,                0.92556,                0.92035,                0.86585,                0.95364,                0.63885,                 1.2327,                0.57612,                 1.1235,              0.0069966,              0.0069966,              0.0069966
                    385,                0.78319,                 0.4346,                 0.9142,                0.91598,                0.86585,                0.95485,                0.64179,                 1.2461,                0.60865,                 1.1227,              0.0068919,              0.0068919,              0.0068919
                    386,                 0.7693,                0.43357,                0.92579,                 0.9322,                0.83838,                0.95422,                0.61761,                  1.284,                0.62272,                 1.1199,               0.006788,               0.006788,               0.006788
                    387,                0.76389,                0.42909,                0.91272,                0.88828,                0.87271,                 0.9533,                0.60922,                 1.2906,                0.62152,                 1.1153,              0.0066848,              0.0066848,              0.0066848
                    388,                0.78558,                0.44367,                  0.934,                 0.8779,                0.87682,                 0.9503,                0.63344,                 1.2504,                0.61762,                 1.1093,              0.0065823,              0.0065823,              0.0065823
                    389,                0.76665,                0.42971,                0.91046,                0.91509,                0.84146,                0.94438,                0.62547,                 1.2677,                0.63524,                 1.1187,              0.0064805,              0.0064805,              0.0064805
                    390,                0.77952,                0.42854,                0.92202,                0.89831,                0.86187,                0.93537,                0.58839,                 1.3543,                0.62675,                 1.1694,              0.0063795,              0.0063795,              0.0063795
                    391,                 0.7964,                0.45249,                0.95056,                0.89563,                0.86585,                 0.9368,                0.60527,                 1.3375,                0.62388,                 1.1711,              0.0062793,              0.0062793,              0.0062793
                    392,                0.75905,                 0.4293,                0.92375,                0.90079,                0.88586,                0.94263,                0.61702,                 1.2842,                0.58564,                 1.1407,              0.0061798,              0.0061798,              0.0061798
                    393,                0.74601,                0.43111,                0.92659,                0.90133,                0.87805,                0.94785,                0.62993,                 1.2607,                0.59056,                 1.1363,               0.006081,               0.006081,               0.006081
                    394,                0.74455,                0.42644,                 0.9079,                0.88974,                0.88575,                0.95048,                0.64293,                 1.2404,                0.57679,                 1.1365,              0.0059831,              0.0059831,              0.0059831
                    395,                0.75076,                0.42802,                0.93577,                0.89116,                0.86585,                0.95106,                 0.6457,                 1.2512,                0.57227,                 1.1395,              0.0058858,              0.0058858,              0.0058858
                    396,                0.76032,                0.42723,                0.91107,                 0.8757,                0.87805,                0.94868,                0.65676,                 1.2425,                  0.592,                 1.1479,              0.0057894,              0.0057894,              0.0057894
                    397,                0.78941,                0.45156,                0.93283,                 0.8817,                0.86585,                0.94641,                0.65359,                 1.2347,                0.58588,                 1.1404,              0.0056937,              0.0056937,              0.0056937
                    398,                0.73592,                0.42906,                0.91473,                0.09808,                0.89024,                0.09797,                0.06223,                 1.2289,                  14.72,                 1.2168,              0.0055987,              0.0055987,              0.0055987
                    399,                0.74765,                0.42456,                 0.9095,                0.08809,                0.92683,                0.08918,                0.05653,                 1.2244,                 43.059,                 1.5977,              0.0055046,              0.0055046,              0.0055046
                    400,                 0.7765,                0.43003,                0.91095,                  0.879,                0.88596,                0.93604,                0.63793,                 1.2072,                0.60384,                  1.085,              0.0054112,              0.0054112,              0.0054112
                    401,                0.77839,                0.42822,                0.91592,                0.87559,                0.87805,                0.93892,                0.63459,                 1.2096,                0.59782,                 1.0816,              0.0053186,              0.0053186,              0.0053186
                    402,                0.74251,                0.41698,                0.91223,                0.88382,                0.86585,                0.94256,                0.64882,                 1.1837,                0.59069,                 1.0747,              0.0052268,              0.0052268,              0.0052268
                    403,                0.74766,                0.42571,                0.91059,                0.94495,                 0.8374,                0.93175,                0.64639,                    nan,                    nan,                    nan,              0.0051358,              0.0051358,              0.0051358
                    404,                0.76823,                0.43667,                 0.9289,                0.33605,                0.43902,                0.32528,                0.12226,                    nan,                    nan,                    nan,              0.0050456,              0.0050456,              0.0050456
                    405,                0.74072,                0.42273,                0.93286,                0.12421,                0.15854,                0.10152,                0.03773,                    nan,                    nan,                    nan,              0.0049562,              0.0049562,              0.0049562
                    406,                0.75363,                0.42322,                0.91649,                0.23851,                0.26829,                0.15589,                0.06795,                    nan,                    nan,                    nan,              0.0048676,              0.0048676,              0.0048676
                    407,                  0.705,                0.40789,                0.91614,                0.46176,                0.46037,                0.47117,                 0.1979,                    nan,                    nan,                    nan,              0.0047798,              0.0047798,              0.0047798
                    408,                0.72901,                0.41726,                0.90033,                0.86166,                0.73171,                 0.8275,                0.49174,                 1.4166,                 1.1487,                 1.2343,              0.0046928,              0.0046928,              0.0046928
                    409,                0.74649,                  0.427,                0.92058,                0.92474,                0.74928,                0.90681,                0.61135,                 1.2142,                0.79986,                 1.0903,              0.0046066,              0.0046066,              0.0046066
                    410,                0.75401,                0.41734,                0.91885,                0.89962,                0.87435,                 0.9495,                0.66541,                 1.1235,                0.58718,                 1.0534,              0.0045212,              0.0045212,              0.0045212
                    411,                0.72673,                0.41041,                0.91946,                0.93475,                0.84146,                0.95291,                0.66441,                 1.1396,                 0.5656,                 1.0636,              0.0044366,              0.0044366,              0.0044366
                    412,                0.75187,                0.41649,                0.90236,                 0.8993,                0.87132,                0.95439,                0.66055,                 1.1603,                0.54653,                 1.0622,              0.0043529,              0.0043529,              0.0043529
                    413,                0.75716,                0.41988,                0.90749,                 0.8992,                0.89024,                0.95524,                0.66229,                 1.1538,                 0.5455,                 1.0584,                0.00427,                0.00427,                0.00427
                    414,                0.72892,                0.41419,                0.92157,                0.89816,                0.85366,                0.94112,                0.65245,                 1.1276,                0.58457,                 1.0467,              0.0041879,              0.0041879,              0.0041879
                    415,                0.75348,                0.42013,                0.91795,                0.85719,                 0.8784,                0.93246,                0.64404,                  1.146,                0.61029,                  1.053,              0.0041066,              0.0041066,              0.0041066
                    416,                0.73418,                0.41023,                0.89792,                0.89613,                0.86585,                0.94047,                0.64318,                  1.161,                0.61724,                 1.0501,              0.0040262,              0.0040262,              0.0040262
                    417,                0.72398,                0.40363,                0.91397,                0.88853,                 0.8749,                0.94843,                0.64697,                 1.1775,                 0.6014,                 1.0562,              0.0039466,              0.0039466,              0.0039466
                    418,                0.73158,                0.41238,                0.91438,                0.84971,                0.92683,                0.95028,                0.64372,                 1.2023,                0.55992,                 1.0941,              0.0038679,              0.0038679,              0.0038679
                    419,                0.73106,                0.41485,                0.91694,                0.87546,                0.89024,                0.95855,                0.64154,                  1.197,                0.55367,                 1.0963,                0.00379,                0.00379,                0.00379
                    420,                0.73683,                0.41765,                0.91193,                0.88371,                0.89024,                0.95662,                0.63632,                 1.2357,                0.56878,                 1.1197,               0.003713,               0.003713,               0.003713
                    421,                0.72578,                0.40642,                0.91147,                0.88088,                0.87805,                0.95209,                0.63102,                 1.2423,                0.57193,                  1.112,              0.0036368,              0.0036368,              0.0036368
                    422,                0.72813,                0.40845,                0.91403,                0.92306,                0.85366,                0.95218,                0.63846,                 1.2032,                0.56128,                 1.0708,              0.0035614,              0.0035614,              0.0035614
                    423,                 0.7105,                0.40255,                0.89076,                0.92336,                0.84146,                0.94667,                   0.63,                 1.1978,                0.57558,                  1.063,              0.0034869,              0.0034869,              0.0034869
                    424,                0.71921,                0.40541,                0.90194,                0.89008,                0.89024,                0.93597,                 0.6096,                 1.2899,                0.61873,                 1.1116,              0.0034133,              0.0034133,              0.0034133
                    425,                0.73189,                 0.4135,                0.90326,                0.88971,                 0.8854,                0.93837,                0.61025,                 1.3013,                 0.6369,                 1.1273,              0.0033405,              0.0033405,              0.0033405
                    426,                0.72475,                0.40439,                0.90863,                0.91772,                0.86585,                0.94155,                0.63198,                 1.2218,                0.61642,                 1.0926,              0.0032686,              0.0032686,              0.0032686
                    427,                0.73492,                0.42556,                0.91449,                0.91702,                0.85366,                0.94786,                0.64324,                 1.1792,                0.61968,                 1.0838,              0.0031976,              0.0031976,              0.0031976
                    428,                0.69601,                0.40138,                  0.891,                0.91776,                0.85366,                0.94916,                0.64885,                 1.1882,                0.60992,                 1.0883,              0.0031274,              0.0031274,              0.0031274
                    429,                0.68314,                0.38909,                0.88644,                0.92041,                0.84618,                0.94921,                0.64157,                 1.2055,                0.57981,                 1.0866,              0.0030581,              0.0030581,              0.0030581
                    430,                0.71316,                 0.3966,                 0.9127,                0.92634,                0.82927,                0.95236,                0.65358,                 1.2066,                0.58563,                 1.0824,              0.0029897,              0.0029897,              0.0029897
                    431,                0.70636,                0.40329,                0.88975,                0.90982,                0.84146,                0.95323,                0.66842,                 1.1788,                 0.5913,                 1.0726,              0.0029222,              0.0029222,              0.0029222
                    432,                 0.7103,                0.40632,                0.89225,                 0.9075,                0.83759,                0.95214,                0.66858,                 1.1699,                0.61451,                 1.0636,              0.0028555,              0.0028555,              0.0028555
                    433,                0.69931,                0.39484,                0.89893,                0.89435,                0.84146,                0.94655,                0.66399,                 1.1743,                0.61572,                 1.0681,              0.0027898,              0.0027898,              0.0027898
                    434,                0.73738,                0.41991,                0.93331,                0.87642,                0.87805,                 0.9475,                0.66407,                  1.165,                0.60104,                 1.0772,              0.0027249,              0.0027249,              0.0027249
                    435,                0.69308,                0.39516,                0.89227,                 0.9169,                0.85366,                0.94944,                0.67233,                 1.1583,                0.59075,                 1.0831,              0.0026609,              0.0026609,              0.0026609
                    436,                0.69543,                0.39245,                0.89694,                 0.9283,                0.85366,                0.95678,                0.66265,                 1.1577,                0.55811,                 1.0899,              0.0025978,              0.0025978,              0.0025978
                    437,                0.72728,                0.40557,                 0.9066,                0.92895,                0.85366,                0.95738,                0.66219,                 1.1571,                0.55121,                 1.0861,              0.0025356,              0.0025356,              0.0025356
                    438,                0.69817,                 0.4065,                0.90246,                0.91936,                0.86585,                0.95581,                0.66494,                 1.1522,                0.55221,                 1.0701,              0.0024743,              0.0024743,              0.0024743
                    439,                0.65382,                0.37626,                0.88516,                0.91437,                0.85366,                0.95439,                0.66607,                 1.1622,                0.55987,                 1.0693,              0.0024138,              0.0024138,              0.0024138
                    440,                0.68672,                0.39032,                0.89006,                0.92071,                0.84969,                 0.9551,                0.65764,                 1.1799,                0.57536,                  1.066,              0.0023543,              0.0023543,              0.0023543
                    441,                0.71666,                0.41853,                0.90571,                0.92061,                0.84857,                0.95586,                0.65827,                 1.1764,                0.55729,                 1.0618,              0.0022957,              0.0022957,              0.0022957
                    442,                0.72673,                0.40932,                0.89712,                0.90231,                0.86585,                0.94128,                0.64662,                 1.1801,                0.60821,                  1.058,               0.002238,               0.002238,               0.002238
                    443,                0.69335,                0.39135,                0.88468,                0.75151,                0.81143,                0.77194,                0.51003,                 1.1815,                0.92313,                 1.0557,              0.0021812,              0.0021812,              0.0021812
                    444,                0.68649,                0.39519,                0.89411,                0.46149,                 0.7439,                0.44222,                0.28885,                 1.1689,                 2.0858,                 1.0552,              0.0021254,              0.0021254,              0.0021254
                    445,                0.70636,                 0.3943,                0.89503,                0.39716,                0.69512,                0.39266,                0.25595,                 1.1633,                 2.5722,                 1.0548,              0.0020704,              0.0020704,              0.0020704
                    446,                0.66184,                0.37573,                0.88463,                0.42868,                0.68293,                0.41711,                0.27308,                 1.1546,                 2.6709,                 1.0618,              0.0020163,              0.0020163,              0.0020163
                    447,                0.69531,                0.40256,                0.91426,                0.52858,                0.69737,                0.52041,                0.34318,                 1.1514,                 2.2556,                 1.0688,              0.0019632,              0.0019632,              0.0019632
                    448,                0.71216,                 0.3958,                0.89899,                0.86155,                0.82927,                 0.8466,                0.57062,                 1.1453,                 1.3124,                 1.0792,               0.001911,               0.001911,               0.001911
                    449,                0.69932,                0.39395,                0.88828,                0.91379,                0.85366,                0.92524,                0.64022,                  1.144,                0.97193,                 1.0847,              0.0018597,              0.0018597,              0.0018597
                    450,                0.70926,                0.40307,                0.90509,                0.92206,                0.90244,                0.94908,                0.65374,                 1.1393,                0.74278,                 1.0755,              0.0018093,              0.0018093,              0.0018093
                    451,                0.67904,                0.38878,                 0.8897,                0.90173,                0.90244,                0.94979,                0.64984,                 1.1433,                0.71647,                 1.0756,              0.0017599,              0.0017599,              0.0017599
                    452,                0.70863,                0.39482,                0.91317,                0.88413,                0.90244,                0.94885,                0.65179,                 1.1556,                0.68975,                 1.0767,              0.0017114,              0.0017114,              0.0017114
                    453,                0.69628,                0.39362,                0.88629,                0.89898,                0.86824,                0.94982,                0.64296,                 1.1631,                 0.6645,                 1.0793,              0.0016638,              0.0016638,              0.0016638
                    454,                0.70701,                0.39664,                0.89115,                0.92177,                0.86221,                0.95049,                0.63558,                 1.1722,                 0.6131,                 1.0764,              0.0016171,              0.0016171,              0.0016171
                    455,                0.68726,                0.38739,                0.90313,                0.91463,                0.86585,                0.95387,                0.64351,                   1.17,                0.59447,                 1.0739,              0.0015714,              0.0015714,              0.0015714
                    456,                0.66596,                0.39432,                0.88785,                0.88853,                0.89024,                0.95886,                0.64924,                 1.1544,                0.55793,                 1.0658,              0.0015266,              0.0015266,              0.0015266
                    457,                 0.7132,                0.40293,                0.89903,                0.88521,                0.89024,                0.96085,                0.65262,                 1.1469,                0.54334,                 1.0625,              0.0014827,              0.0014827,              0.0014827
                    458,                0.70774,                0.38588,                0.89176,                0.87328,                0.89024,                0.96158,                0.65573,                 1.1495,                0.53539,                 1.0694,              0.0014398,              0.0014398,              0.0014398
                    459,                0.65973,                0.38249,                0.88254,                0.95107,                0.82927,                0.96073,                  0.653,                 1.1555,                 0.5398,                 1.0726,              0.0013978,              0.0013978,              0.0013978
                    460,                0.66378,                 0.3808,                0.88638,                0.95018,                0.82927,                 0.9612,                0.65539,                 1.1569,                0.54584,                 1.0757,              0.0013568,              0.0013568,              0.0013568
                    461,                0.69732,                0.39421,                0.90794,                0.95141,                0.82927,                0.95998,                0.65758,                 1.1574,                0.54422,                 1.0777,              0.0013167,              0.0013167,              0.0013167
                    462,                0.67664,                0.38205,                0.87753,                0.95307,                0.82927,                0.96033,                 0.6589,                 1.1531,                0.54368,                 1.0797,              0.0012776,              0.0012776,              0.0012776
                    463,                0.65878,                0.38005,                0.89545,                0.95265,                0.82927,                0.96063,                0.66134,                 1.1556,                0.54449,                 1.0789,              0.0012394,              0.0012394,              0.0012394
                    464,                0.66145,                0.37873,                0.88774,                0.94452,                0.83048,                0.95977,                 0.6541,                 1.1666,                0.54269,                 1.0787,              0.0012021,              0.0012021,              0.0012021
                    465,                0.65247,                0.38535,                0.89891,                0.94455,                0.83093,                0.96027,                0.66104,                 1.1668,                0.54131,                 1.0805,              0.0011658,              0.0011658,              0.0011658
                    466,                0.69067,                0.39935,                0.90555,                0.95809,                0.83638,                 0.9598,                  0.657,                 1.1652,                0.55113,                 1.0782,              0.0011305,              0.0011305,              0.0011305
                    467,                0.68334,                0.39193,                0.90389,                0.95003,                0.82927,                0.95954,                 0.6576,                 1.1657,                 0.5503,                 1.0789,              0.0010961,              0.0010961,              0.0010961
                    468,                0.69443,                0.38789,                0.89843,                0.94864,                0.82927,                0.95978,                0.65496,                 1.1722,                0.54487,                 1.0794,              0.0010626,              0.0010626,              0.0010626
                    469,                0.65446,                0.37461,                0.88622,                0.95202,                0.82927,                0.96074,                0.65803,                 1.1731,                0.54323,                 1.0808,              0.0010301,              0.0010301,              0.0010301
                    470,                0.65504,                0.37647,                0.88055,                0.94929,                0.82927,                0.96055,                0.65596,                 1.1803,                0.54556,                 1.0836,             0.00099859,             0.00099859,             0.00099859
                    471,                0.69388,                0.39263,                0.90856,                0.94548,                0.82927,                0.96027,                0.65901,                  1.172,                0.54625,                 1.0797,             0.00096801,             0.00096801,             0.00096801
                    472,                0.66411,                0.38336,                0.88361,                0.89671,                0.86585,                0.95879,                0.66244,                 1.1528,                0.54532,                 1.0684,             0.00093839,             0.00093839,             0.00093839
                    473,                 0.6484,                0.37087,                 0.8836,                0.82833,                0.94154,                0.95838,                0.67061,                 1.1483,                0.54984,                 1.0628,             0.00090973,             0.00090973,             0.00090973
                    474,                0.65212,                 0.3849,                 0.8924,                0.85125,                0.90731,                0.95751,                0.67116,                 1.1481,                0.54625,                 1.0633,             0.00088203,             0.00088203,             0.00088203
